id,common_name,scientific_name,date,time,count,longitude,latitude,location,observer,group_name,date_only
372620734,22-spot Ladybird,Psyllobora vigintiduopunctata,2025-09-13,10:54,1,4.90877,52.344271666666664,Amsterdam - Rivierenbuurt,Rob,Beetles,2025-09-13
372629643,Black Vine Weevil,Otiorhynchus sulcatus,2025-09-13,12:06,1,4.7987133,52.34151059972223,Amsterdam - Osdorp,Ria,Beetles,2025-09-13
372620640,Harlequin Ladybird f. succinea,Harmonia axyridis f. succinea,2025-09-13,10:55,1,4.805317728645116,52.29642310920054,Amstelveen - Schinkelbos fase 2 - Grote Tocht,Stephan,Beetles,2025-09-13
372654789,Humming-bird Hawk Moth,Macroglossum stellatarum,2025-09-13,15:00,1,4.952715,52.468585,Ilpendam,Peter Mudde,Moths,2025-09-13
372651017,Large Yellow Underwing,Noctua pronuba,2025-09-13,14:52,1,4.7993722,52.3358029,Amsterdam - Osdorp,Sietze,Moths,2025-09-13
372650969,Red Underwing,Catocala nupta,2025-09-13,14:52,1,4.79941,52.3357424,Amsterdam - Osdorp,Sietze,Moths,2025-09-13
372649527,Broad-bordered Yellow Underwing,Noctua fimbriata,2025-09-13,14:41,1,4.910388888888889,52.39778888888889,Amsterdam - Noord,Ida Verbraeken,Moths,2025-09-13
372649444,Old Lady,Mormo maura,2025-09-13,14:41,1,4.7660947,52.3293578,Amsterdam - Airport Schiphol,iris,Moths,2025-09-13
372649094,Old Lady,Mormo maura,2025-09-13,14:38,1,4.7812817,52.4973983,Wormerveer,John van Loon,Moths,2025-09-13
372648359,Garden Carpet,Xanthorhoe fluctuata,2025-09-13,14:33,1,4.8201735,52.4989042,Wormer,Kees Floris,Moths,2025-09-13
372641938,Knot Grass,Acronicta rumicis,2025-09-13,13:42,1,5.0165064,52.3132626,Driemond - Volkstuincomplex Linnaeus en Frankendael,Saskia Banis,Moths,2025-09-13
372634944,Humming-bird Hawk Moth,Macroglossum stellatarum,2025-09-13,12:47,1,4.822710292904228,52.23204285043693,Uithoorn,Stefan Andelbeek,Moths,2025-09-13
372632240,Herald,Scoliopteryx libatrix,2025-09-13,12:27,1,4.9796718,52.2699853,Abcoude,Petra Heidinger,Moths,2025-09-13
372631654,Broad-barred White,Hecatera bicolorata,2025-09-13,12:23,1,4.717164101768567,52.302237611801125,Amsterdam - Airport Schiphol,Piet Koeckhoven,Moths,2025-09-13
372623791,Large Yellow Underwing,Noctua pronuba,2025-09-13,11:20,1,4.784719,52.37326,Amsterdam - Volkstuincomplex Eendracht / Tigeno,Annebet,Moths,2025-09-13
372623019,Goat Moth,Cossus cossus,2025-09-13,11:14,1,4.965857891181125,52.288314098917,Amsterdam - NT Klarenbeek,Marion Leenen,Moths,2025-09-13
372621910,Willow Beauty,Peribatodes rhomboidaria,2025-09-13,10:56,1,4.815729375813048,52.34581612307316,Amsterdam - Nieuw Sloten,Rebekah Lang,Moths,2025-09-13
372612239,Old Lady,Mormo maura,2025-09-13,09:12,1,4.7826809,52.211827,Zevenhoven - Polder Zevenhoven,Hoeve Kazan,Moths,2025-09-13
372611782,Old Lady,Mormo maura,2025-09-13,08:59,1,4.915088333333333,52.368703333333336,Amsterdam - Kadijken,Raf,Moths,2025-09-13
372610514,Flame Carpet,Xanthorhoe designata,2025-09-13,07:14,1,4.959755,52.49396,Purmerend - Gors,Ernest Vinje,Moths,2025-09-13
372610489,Straw Dot,Rivula sericealis,2025-09-13,07:10,1,4.959755,52.49396,Purmerend - Gors,Ernest Vinje,Moths,2025-09-13
372610466,Turnip Moth,Agrotis segetum,2025-09-13,07:09,1,4.959755,52.49396,Purmerend - Gors,Ernest Vinje,Moths,2025-09-13
372610447,Mottled Rustic,Caradrina morpheus,2025-09-13,07:08,1,4.959755,52.49396,Purmerend - Gors,Ernest Vinje,Moths,2025-09-13
372610436,Square-spot Rustic,Xestia xanthographa,2025-09-13,07:07,1,4.959754704995476,52.493959600316,Purmerend - Gors,Ernest Vinje,Moths,2025-09-13
372609159,Square-spot Rustic,Xestia xanthographa,2025-09-13,07:52,1,4.975796666666667,52.33623,Diemen - De Sniep,Annemieke Hondius,Moths,2025-09-13
372609145,Straw Dot,Rivula sericealis,2025-09-13,07:51,1,4.975836666666667,52.33627,Diemen - De Sniep,Annemieke Hondius,Moths,2025-09-13
372605546,Lesser Yellow Underwing,Noctua comes,2025-09-13,00:37,1,4.838412639469462,52.46825985108986,Zaandam - Het Kalf,Mick Brinkkemper,Moths,2025-09-13
372650419,Asian Hornet,Vespa velutina,2025-09-13,14:47,1,4.827074400000015,52.2438933,Uithoorn,Externe bron,Bees_Wasps_and_Ants,2025-09-13
372636429,Asian Hornet ssp. nigrithorax,Vespa velutina nigrithorax,2025-09-13,12:59,1,4.9167093,52.3655691,Amsterdam - ARTIS,Cornelis Splinter,Bees_Wasps_and_Ants,2025-09-13
372638232,Moss Carder Bee,Bombus muscorum,2025-09-13,13:10,1,4.929294,52.429086,Landsmeer,Goede,Bees_Wasps_and_Ants,2025-09-13
372638107,Tree Bumblebee,Bombus hypnorum,2025-09-13,13:13,1,4.9023292,52.2073283,Mijdrecht - Polder Groot-Mijdrecht,Frans Kompier,Bees_Wasps_and_Ants,2025-09-13
372636724,German Wasp,Vespula germanica,2025-09-13,13:03,1,4.9167387,52.3653853,Amsterdam - ARTIS,Cornelis Splinter,Bees_Wasps_and_Ants,2025-09-13
372636183,Common Carder Bumblebee,Bombus pascuorum,2025-09-13,12:57,1,4.9166296,52.3656386,Amsterdam - ARTIS,Cornelis Splinter,Bees_Wasps_and_Ants,2025-09-13
372632229,Common Carder Bumblebee,Bombus pascuorum,2025-09-13,12:28,1,4.920910821837092,52.32010658701554,Duivendrecht - Volkstuinen,Henk W.,Bees_Wasps_and_Ants,2025-09-13
372624999,Common Carder Bumblebee,Bombus pascuorum,2025-09-13,10:40,1,4.798775,52.47685333333333,Zaandijk,Mariëlle,Bees_Wasps_and_Ants,2025-09-13
372624944,Hornet,Vespa crabro,2025-09-13,11:26,1,4.998602288927032,52.33901896999186,Diemen - Overdiemerpolder,Elisia,Bees_Wasps_and_Ants,2025-09-13
372623379,Hornet,Vespa crabro,2025-09-13,,1,4.998574484560891,52.339328174598805,Diemen - Overdiemerpolder,Elisia,Bees_Wasps_and_Ants,2025-09-13
372619103,Asian Hornet,Vespa velutina,2025-09-13,10:38,1,4.998917,52.338864,Diemen - Overdiemerpolder,Externe bron,Bees_Wasps_and_Ants,2025-09-13
372660576,Hairy Shieldbug,Dolycoris baccarum,2025-09-13,15:53,1,4.8692274,52.3828667,Amsterdam - Westerpark (Stadsdeel),Han Jacobs,Bugs_Plant_Lice_and_Cicadas,2025-09-13
372660286,,Fieberiella florii,2025-09-13,15:50,1,4.7014408,52.3015625,Hoofddorp,Chris,Bugs_Plant_Lice_and_Cicadas,2025-09-13
372660231,Southern Green Stink Bug,Nezara viridula,2025-09-13,15:50,1,4.8691983,52.3829721,Amsterdam - Westerpark (Stadsdeel),Han Jacobs,Bugs_Plant_Lice_and_Cicadas,2025-09-13
372631955,,Trioza flavipennis,2025-09-13,11:25,1,4.835673809051514,52.333106994628906,Amsterdam - Nieuwe Meer - Oeverlanden Noord,Ruud Jansen,Bugs_Plant_Lice_and_Cicadas,2025-09-13
372623009,Parent Bug,Elasmucha grisea,2025-09-13,11:14,1,4.9088644,52.4179231,Amsterdam - Kadoelen,Ineke Grosmann,Bugs_Plant_Lice_and_Cicadas,2025-09-13
372621267,Firebug,Pyrrhocoris apterus,2025-09-13,11:00,1,4.900197852356747,52.40225899871065,Kadoelerscheg,Lisa Linde,Bugs_Plant_Lice_and_Cicadas,2025-09-13
372618142,Cabbage Bug,Eurydema oleracea,2025-09-13,10:30,1,5.046490399722222,52.3024399,Weesp,Sen,Bugs_Plant_Lice_and_Cicadas,2025-09-13
372658761,Great Green Bush-cricket,Tettigonia viridissima,2025-09-13,12:20,1,4.877431392669678,52.44940185546875,Oostzaan - Het Twiske - Twiske Zuidwest,Kerstin Monsanto,Locusts_and_Crickets,2025-09-13
372652444,Slender Ground-hopper,Tetrix subulata,2025-09-13,15:03,1,4.952474342837493,52.46848463585174,Ilpendam,Peter Mudde,Locusts_and_Crickets,2025-09-13
372624033,Southern Oak Bush-cricket,Meconema meridionale,2025-09-13,11:22,1,4.806058,52.4748404,Zaandijk,Glenn de Wolf,Locusts_and_Crickets,2025-09-13
372657650,Noon Fly,Mesembrina meridiana,2025-09-13,15:30,1,4.8158272,52.4903722,Wormer - Wormer en Jisperveld - Zuid,Onno Steendam,Flies,2025-09-13
372657614,,Sargus bipunctatus,2025-09-13,15:30,1,4.8158272,52.4903722,Wormer - Wormer en Jisperveld - Zuid,Onno Steendam,Flies,2025-09-13
372649960,European crane fly,Tipula paludosa,2025-09-13,14:44,1,4.9210292,52.3026245,Ouderkerk aan de Amstel - Sportvelden,Paul Roland,Flies,2025-09-13
372640577,Common Drone Fly,Eristalis tenax,2025-09-13,13:33,1,4.838228333333333,52.420095,Zaandam - Oude Haven,Lena,Flies,2025-09-13
372637844,European crane fly,Tipula paludosa,2025-09-13,12:38,1,4.904735684394836,52.36579883759587,Amsterdam - oostelijke grachtengordel,jewi,Flies,2025-09-13
372637963,Noon Fly,Mesembrina meridiana,2025-09-13,13:12,1,4.9012731,52.3259038,Amsterdam - Groot-Duivendrechtsche Polder,Philippe Moreau,Flies,2025-09-13
372637848,Stripe-winged Drone Fly,Eristalis horticola,2025-09-13,13:12,1,4.998021666666666,52.229145,Loenersloot,Rosalinde Donker,Flies,2025-09-13
372637377,Common Batman Fly,Myathropa florea,2025-09-13,13:07,1,4.9167278,52.3656248,Amsterdam - ARTIS,Cornelis Splinter,Flies,2025-09-13
372635906,Common Blow Fly,Calliphora vicina,2025-09-13,12:55,1,4.9166523,52.3656542,Amsterdam - ARTIS,Cornelis Splinter,Flies,2025-09-13
372633406,European crane fly,Tipula paludosa,2025-09-13,12:37,1,4.9219488,52.3646719,Amsterdam - Centrum,Ruud,Flies,2025-09-13
372631962,,Dryomyza anilis,2025-09-13,11:23,1,4.835849761962891,52.3333625793457,Amsterdam - Nieuwe Meer - Oeverlanden Noord,Ruud Jansen,Flies,2025-09-13
372631949,,Phytomyza lappae,2025-09-13,11:27,1,4.835790157318115,52.333038330078125,Amsterdam - Nieuwe Meer - Oeverlanden Noord,Ruud Jansen,Flies,2025-09-13
372631942,,Phytomyza spondylii + pastinacae,2025-09-13,11:28,1,4.835758209228516,52.33304214477539,Amsterdam - Nieuwe Meer - Oeverlanden Noord,Ruud Jansen,Flies,2025-09-13
372631929,,Dasineura urticae,2025-09-13,11:34,1,4.837956428527832,52.33358001708984,Amsterdam - Nieuwe Meer - Oeverlanden Noord,Ruud Jansen,Flies,2025-09-13
372631082,,Stomorhina lunata,2025-09-13,12:18,1,5.018097166666666,52.31348833333333,Driemond - Volkstuincomplex Linnaeus en Frankendael,Karin Krabbendam,Flies,2025-09-13
372627467,,Lucilia spec.,2025-09-13,11:49,1,4.9202228,52.3651196,Amsterdam - ARTIS,Cornelis Splinter,Flies,2025-09-13
372625458,,Neoascia spec.,2025-09-13,11:34,1,4.9203443,52.3651471,Amsterdam - ARTIS,Cornelis Splinter,Flies,2025-09-13
372624342,,Sarcophaga spec.,2025-09-13,11:24,1,4.806092610039263,52.297355139022095,Amstelveen - Schinkelbos - Bosrandweg,Stephan,Flies,2025-09-13
372623670,Tiger Marsh Fly,Helophilus pendulus,2025-09-13,11:19,1,4.806079510603851,52.297338587280976,Amstelveen - Schinkelbos - Bosrandweg,Stephan,Flies,2025-09-13
372623649,,Contarinia coryli,2025-09-13,11:18,1,4.873908333333334,52.3218,Amsterdam - Kalfjeslaan / 't Kleine Loopveld,Claire Steinmetz,Flies,2025-09-13
372622430,,Acidia cognata,2025-09-13,11:07,1,4.874683333333333,52.32150333333333,Amsterdam - Kalfjeslaan / 't Kleine Loopveld,Claire Steinmetz,Flies,2025-09-13
372615032,Common Drone Fly,Eristalis tenax,2025-09-13,09:56,1,4.8969583,52.352505,Amsterdam - De Pijp,Lydia,Flies,2025-09-13
372610542,,Anthomyiidae indet.,2025-09-13,07:15,1,4.959755,52.49396,Purmerend - Gors,Ernest Vinje,Flies,2025-09-13
372608733,,Tipula paludosa/oleracea,2025-09-13,07:19,1,4.810266972222222,52.450929,Zaandam - Zaandam-West,A. Lepus,Flies,2025-09-13
372605550,,Nephrotoma scurra,2025-09-13,00:38,1,4.838400917695028,52.46825559808817,Zaandam - Het Kalf,Mick Brinkkemper,Flies,2025-09-13
372658771,Green-veined White,Pieris napi,2025-09-13,11:57,1,4.879777431488037,52.447975158691406,Oostzaan - Het Twiske - Twiske Zuidwest,Kerstin Monsanto,Butterflies,2025-09-13
372658752,Small Copper,Lycaena phlaeas,2025-09-13,12:26,1,4.877095699310303,52.44954681396485,Oostzaan - Het Twiske - Twiske Zuidwest,Kerstin Monsanto,Butterflies,2025-09-13
372658741,Red Admiral,Vanessa atalanta,2025-09-13,12:26,1,4.877095222473145,52.44954681396485,Oostzaan - Het Twiske - Twiske Zuidwest,Kerstin Monsanto,Butterflies,2025-09-13
372658735,Map,Araschnia levana,2025-09-13,12:31,1,4.877145290374756,52.44953155517578,Oostzaan - Het Twiske - Twiske Zuidwest,Kerstin Monsanto,Butterflies,2025-09-13
372658724,Small White,Pieris rapae,2025-09-13,12:32,1,4.877145290374756,52.44953155517578,Oostzaan - Het Twiske - Twiske Zuidwest,Kerstin Monsanto,Butterflies,2025-09-13
372658700,Speckled Wood,Pararge aegeria,2025-09-13,12:32,2,4.877145290374756,52.44953155517578,Oostzaan - Het Twiske - Twiske Zuidwest,Kerstin Monsanto,Butterflies,2025-09-13
372658693,Red Admiral,Vanessa atalanta,2025-09-13,12:57,2,4.880287647247314,52.44861602783203,Oostzaan - Het Twiske - Twiske Zuidwest,Kerstin Monsanto,Butterflies,2025-09-13
372658685,Speckled Wood,Pararge aegeria,2025-09-13,12:57,2,4.880287170410156,52.44861602783203,Oostzaan - Het Twiske - Twiske Zuidwest,Kerstin Monsanto,Butterflies,2025-09-13
372656150,Speckled Wood,Pararge aegeria,2025-09-13,15:29,1,4.875971746291054,52.353104226488355,Amsterdam - Oud-Zuid,Rob Smeenk,Butterflies,2025-09-13
372655025,Red Admiral,Vanessa atalanta,2025-09-13,15:02,1,4.952578246593475,52.46861840628958,Ilpendam,Peter Mudde,Butterflies,2025-09-13
372654821,Painted Lady,Vanessa cardui,2025-09-13,15:00,2,4.952715,52.468585,Ilpendam,Peter Mudde,Butterflies,2025-09-13
372654894,Small Copper,Lycaena phlaeas,2025-09-13,15:00,1,4.952715,52.468585,Ilpendam,Peter Mudde,Butterflies,2025-09-13
372654857,Wall Brown,Lasiommata megera,2025-09-13,15:00,2,4.952715,52.468585,Ilpendam,Peter Mudde,Butterflies,2025-09-13
372654752,Small White,Pieris rapae,2025-09-13,15:00,8,4.952715039253235,52.46858506265534,Ilpendam,Peter Mudde,Butterflies,2025-09-13
372648107,Common Blue,Polyommatus icarus,2025-09-13,11:06,2,4.806824661795758,52.29729931806439,Amstelveen - Schinkelbos - Bosrandweg,Stephan,Butterflies,2025-09-13
372648104,Green-veined White,Pieris napi,2025-09-13,11:06,1,4.806824577449814,52.297299319000906,Amstelveen - Schinkelbos - Bosrandweg,Stephan,Butterflies,2025-09-13
372648101,Speckled Wood,Pararge aegeria,2025-09-13,10:50,1,4.805166686622707,52.29602408552901,Amstelveen - Schinkelbos fase 2 - Grote Tocht,Stephan,Butterflies,2025-09-13
372641094,Wall Brown,Lasiommata megera,2025-09-13,11:18,2,4.885135777294636,52.284161021384875,Ouderkerk aan de Amstel - Polder de Rondehoep,Frank van Groen,Butterflies,2025-09-13
372633715,Speckled Wood,Pararge aegeria,2025-09-13,12:39,1,4.943061666666667,52.39024666666667,Amsterdam - Noord,Kirsten Adriani,Butterflies,2025-09-13
372630932,Speckled Wood,Pararge aegeria,2025-09-13,12:17,1,4.710013,52.2201817,Leimuiden - Griet- en Vriesekoopsche Polder,druïde jack,Butterflies,2025-09-13
372624620,Small White,Pieris rapae,2025-09-13,11:27,1,4.701333599722222,52.30140999972222,Hoofddorp,Chris,Butterflies,2025-09-13
372623608,Green-veined White,Pieris napi,2025-09-13,11:06,1,4.806849546656113,52.29730038786916,Amstelveen - Schinkelbos - Bosrandweg,Stephan,Butterflies,2025-09-13
372616692,Painted Lady,Vanessa cardui,2025-09-13,10:16,1,4.825313,52.2420945,Uithoorn,Hannelore,Butterflies,2025-09-13
372614850,Speckled Wood,Pararge aegeria,2025-09-13,09:48,1,4.765505,52.264675,Aalsmeer,Len,Butterflies,2025-09-13
