id,common_name,scientific_name,date,time,count,longitude,latitude,location,observer,group_name,date_only
372630042,,Tachina fera/magnicornis,2025-09-12,14:36,1,4.774058,52.362169,Amsterdam - Westgaarde,Jan van Blanken,Flies,2025-09-12
372614846,European crane fly,Tipula paludosa,2025-09-12,19:40,1,4.769075,52.26908,Aalsmeer,Len,Flies,2025-09-12
372579229,European crane fly,Tipula paludosa,2025-09-12,17:46,1,4.7549025,52.3561825,Lijnden,Akke Pinkster,Flies,2025-09-12
372578760,Common Flower Fly,Syrphus ribesii,2025-09-12,17:07,1,4.911833399722223,52.3401792,Amsterdam - Martin Luther Kingpark,Joke Colijn,Flies,2025-09-12
372575769,,Lucilia spec.,2025-09-12,14:32,1,4.860768,52.332518,Amsterdam - Buitenveldert,Berend,Flies,2025-09-12
372575694,Common Batman Fly,Myathropa florea,2025-09-12,13:40,1,4.947541666666667,52.34121666666667,Amsterdam - Watergraafsmeer,zoe,Flies,2025-09-12
372575194,Common Drone Fly,Eristalis tenax,2025-09-12,14:24,1,4.86103,52.332659972222224,Amsterdam - Buitenveldert,Berend,Flies,2025-09-12
372571701,Common Drone Fly,Eristalis tenax,2025-09-12,16:38,1,4.828955399722222,52.2889793,Amstelveen - Bovenkerk,Monique,Flies,2025-09-12
372569386,Stripe-backed Brusheye,Dasysyrphus albostriatus,2025-09-12,16:30,1,4.851476435275638,52.3250732421875,Amsterdamse Bos - Kleine Kinderbad,conniebuiten,Flies,2025-09-12
372568759,Broad-banded Aphideater,Eupeodes latifasciatus,2025-09-12,16:26,1,4.851381884789443,52.32525634765625,Amsterdamse Bos - Kleine Kinderbad,conniebuiten,Flies,2025-09-12
372568260,Eurasian Drone Fly,Eristalis arbustorum,2025-09-12,16:21,1,4.851700032825817,52.325103759765625,Amsterdamse Bos - Kleine Kinderbad,conniebuiten,Flies,2025-09-12
372559089,,Dryomyza anilis,2025-09-12,15:11,1,4.809628,52.451892,Zaandam - Zaandam-West,A. Lepus,Flies,2025-09-12
372563796,Marmalade Hoverfly,Episyrphus balteatus,2025-09-12,15:53,1,4.885463333333333,52.367641666666664,Amsterdam - zuidwestelijke grachtengordel,Lino,Flies,2025-09-12
372560711,Lemon Marsh Fly,Helophilus trivittatus,2025-09-12,15:30,1,4.870827030395037,52.41849820134488,Amsterdam - Melkweg,annd,Flies,2025-09-12
372560689,,Ptychoptera contaminata,2025-09-12,15:30,1,4.943278051566868,52.389949390108285,Amsterdam - Noord,maayke,Flies,2025-09-12
372557923,Marmalade Hoverfly,Episyrphus balteatus,2025-09-12,15:04,1,4.8330919,52.3525447,Amsterdam - Slotervaart,Sam van Loon,Flies,2025-09-12
