id,common_name,scientific_name,date,time,count,longitude,latitude,location,observer,group_name,date_only
370849565,Large Yellow Underwing,Noctua pronuba,2025-08-29,05:52,1,4.983654856550856,52.49926924543152,Purmerend - Purmer-Noord,David Verkaik,Moths,2025-08-29
370849564,Pearly Underwing,Peridroma saucia,2025-08-29,05:52,1,4.983660220968886,52.49924638547767,Purmerend - Purmer-Noord,David Verkaik,Moths,2025-08-29
370849567,Large Yellow Underwing,Noctua pronuba,2025-08-29,05:50,1,4.983660220968886,52.49927381742336,Purmerend - Purmer-Noord,David Verkaik,Moths,2025-08-29
370849571,Brindled Green,Dryobotodes eremita,2025-08-29,05:49,1,4.983649492132827,52.4992633671583,Purmerend - Purmer-Noord,David Verkaik,Moths,2025-08-29
370849569,Green Silver-lines,Pseudoips prasinana,2025-08-29,05:49,1,4.983649492132827,52.49926989856881,Purmerend - Purmer-Noord,David Verkaik,Moths,2025-08-29
371959831,Flounced Rustic,Luperina testacea,2025-08-29,08:19,1,4.797113593781932,52.4885406945099,Wormerveer,Janneke Stokroos,Moths,2025-08-29
371583853,,Clepsis dumicolana,2025-08-29,16:43,1,4.873801730407789,52.44415505161794,Oostzaan,Thomas Ras,Moths,2025-08-29
371363050,Willow Beauty,Peribatodes rhomboidaria,2025-08-29,23:36,1,4.91627,52.3718,Amsterdam - Marineterrein,beate,Moths,2025-08-29
371277108,Humming-bird Hawk Moth,Macroglossum stellatarum,2025-08-29,12:30,1,4.823384284973145,52.383709499437906,Amsterdam - Geuzenveld-Slotermeer,joke van der boon,Moths,2025-08-29
371264291,Plume Moth,Amblyptilia acanthadactyla,2025-08-29,18:30,1,4.84766941112764,52.294735836220624,Amstelveen - Keizer Karelpark,Wessel Peters,Moths,2025-08-29
371108709,Small Dusty Wave,Idaea seriata,2025-08-29,17:56,1,4.765345,52.26462166666666,Aalsmeer,Len,Moths,2025-08-29
371085380,Small Dusty Wave,Idaea seriata,2025-08-29,08:21,1,4.7492599,52.4907455,Assendelft,Suzanne Boon,Moths,2025-08-29
371033675,Horse-chestnut Leafminer,Cameraria ohridella,2025-08-29,22:29,1,4.916204810142517,52.37209818747696,Amsterdam - Marineterrein,Edo Goverse,Moths,2025-08-29
370887253,Elephant Hawk-moth,Deilephila elpenor,2025-08-29,13:11,1,5.057926199722222,52.240698199722225,Horstermeerpolder - Meer-uiterdijkse Polder,Margriet,Moths,2025-08-29
370893407,Small Elephant Hawk-moth,Deilephila porcellus,2025-08-29,13:59,1,4.8015844,52.4404077,Zaandam - Westerwatering,Olaf van der Woude,Moths,2025-08-29
370992470,,Stigmella aceris,2025-08-29,12:37,1,4.819088458752958,52.249521342952875,Uithoorn,Peter Bruines,Moths,2025-08-29
370991777,,Stigmella speciosa,2025-08-29,12:23,1,4.818205475676223,52.24991938915885,Uithoorn,Peter Bruines,Moths,2025-08-29
370989666,Delicate,Mythimna vitellina,2025-08-29,18:45,1,4.999711666666666,52.3574,Amsterdam - IJburg,Diemer Dunnie,Moths,2025-08-29
